game_id,source,source_title,confidence_score,matched_by
the_lego_movie_videogame,vgsales,The LEGO Movie Videogame,100,exact_title_platform_year
cat_quest,metacritic,Cat Quest,100,exact_title_platform_year
the_lego_movie_videogame,vgsales,The LEGO Movie Videogame,100,exact_title_platform_year
assassin_s_creed_iv_black_flag,metacritic,Assassin's Creed IV: Black Flag,100,exact_title_platform_year
the_lego_movie_videogame,vgsales,The LEGO Movie Videogame,100,exact_title_platform_year
closure,metacritic,Closure,100,exact_title_platform_year
tom_clancy_s_rainbow_six_vegas_2,vgsales,Tom Clancy's Rainbow Six: Vegas 2,100,exact_title_platform_year
cate_west_the_vanishing_files,vgsales,Cate West: The Vanishing Files,100,exact_title_platform_year
tom_clancy_s_rainbow_six_vegas_2,vgsales,Tom Clancy's Rainbow Six: Vegas 2,100,exact_title_platform_year
cloudberry_kingdom,metacritic,Cloudberry Kingdom,100,exact_title_platform_year
tom_clancy_s_rainbow_six_vegas_2,metacritic,Tom Clancy's Rainbow Six Vegas 2,100,exact_title_platform_year
assassin_s_creed_iv_black_flag,vgsales,Assassin's Creed IV: Black Flag,100,exact_title_platform_year
tom_clancy_s_rainbow_six_vegas_2,metacritic,Tom Clancy's Rainbow Six: Vegas 2,100,exact_title_platform_year
cloudy_with_a_chance_of_meatballs,metacritic,Cloudy With a Chance of Meatballs,100,exact_title_platform_year
tom_clancy_s_rainbow_six_vegas_2,metacritic,Tom Clancy's Rainbow Six Vegas 2,100,exact_title_platform_year
assassin_s_creed_iv_black_flag,vgsales,Assassin's Creed IV: Black Flag,100,exact_title_platform_year
tom_clancy_s_rainbow_six_vegas_2,vgsales,Tom Clancy's Rainbow Six: Vegas 2,100,exact_title_platform_year
clustertruck,metacritic,ClusterTruck,100,exact_title_platform_year
ultra_street_fighter_iv,metacritic,Ultra Street Fighter IV,100,exact_title_platform_year
assassin_s_creed_revelations,metacritic,Assassin's Creed: Revelations,100,exact_title_platform_year
ultra_street_fighter_iv,metacritic,Ultra Street Fighter IV,100,exact_title_platform_year
clubhouse_games_51_worldwide_classics,metacritic,Clubhouse Games: 51 Worldwide Classics,100,exact_title_platform_year
warhammer_40_000_dawn_of_war_dark_crusade,metacritic,"Warhammer 40,000: Dawn of War - Dark Crusade",100,exact_title_platform_year
assassin_s_creed_revelations,metacritic,Assassin's Creed: Revelations,100,exact_title_platform_year
cmt_presents_karaoke_revolution_country,vgsales,CMT Presents: Karaoke Revolution Country,100,exact_title_platform_year
cmt_presents_karaoke_revolution_country,metacritic,CMT Presents: Karaoke Revolution Country,100,exact_title_platform_year
warhammer_40_000_dawn_of_war_ii_chaos_rising,vgsales,"Warhammer 40,000: Dawn of War II - Chaos Rising",100,exact_title_platform_year
cobalt,metacritic,Cobalt,100,exact_title_platform_year
warhammer_40_000_dawn_of_war_soulstorm,vgsales,"Warhammer 40,000: Dawn of War: Soulstorm",100,exact_title_platform_year
dark_souls_iii_ashes_of_ariandel,metacritic,Dark Souls III: Ashes of Ariandel,100,exact_title_platform_year
warhammer_40_000_dawn_of_war_soulstorm,metacritic,"Warhammer 40,000: Dawn of War - Soulstorm",100,exact_title_platform_year
assassin_s_creed_revelations,metacritic,Assassin's Creed: Revelations,100,exact_title_platform_year
watch_dogs_2,metacritic,Watch Dogs 2,100,exact_title_platform_year
cocoto_magic_circus,vgsales,Cocoto Magic Circus,100,exact_title_platform_year
watch_dogs_2,metacritic,Watch Dogs 2,100,exact_title_platform_year
assassin_s_creed_revelations,vgsales,Assassin's Creed: Revelations,100,exact_title_platform_year
watch_dogs_2,vgsales,Watch Dogs 2,100,exact_title_platform_year
cocoro_line_defender,metacritic,Cocoro: Line Defender,100,exact_title_platform_year
watch_dogs_2,metacritic,Watch Dogs 2,100,exact_title_platform_year
assassin_s_creed_revelations,vgsales,Assassin's Creed: Revelations,100,exact_title_platform_year
watch_dogs_2,metacritic,Watch Dogs 2,100,exact_title_platform_year
code_lyoko,metacritic,Code Lyoko,100,exact_title_platform_year
watch_dogs_2,metacritic,Watch Dogs 2,100,exact_title_platform_year
assassin_s_creed_revelations,vgsales,Assassin's Creed: Revelations,100,exact_title_platform_year
xcom_2,metacritic,XCOM 2,100,exact_title_platform_year
dead_space_extraction,vgsales,Dead Space Extraction,100,exact_title_platform_year
xcom_2,metacritic,XCOM 2,100,exact_title_platform_year
assassin_s_creed_rogue,metacritic,Assassin's Creed Rogue,100,exact_title_platform_year
xcom_2,metacritic,XCOM 2,100,exact_title_platform_year
catlateral_damage,metacritic,Catlateral Damage,100,exact_title_platform_year
xcom_2,metacritic,XCOM 2,100,exact_title_platform_year
assassin_s_creed_rogue,metacritic,Assassin's Creed Rogue,100,exact_title_platform_year
xcom_2,vgsales,XCOM 2,100,exact_title_platform_year
code_lyoko_quest_for_infinity,vgsales,Code Lyoko: Quest for Infinity,100,exact_title_platform_year
mario_wario,vgsales,Mario & Wario,100,exact_title_platform_year
xcom_2,vgsales,XCOM 2,100,exact_title_platform_year
xenosaga_episode_ii_jenseits_von_gut_und_bose,vgsales,Xenosaga Episode II: Jenseits von Gut und Böse,100,exact_title_platform_year
maximum_force,vgsales,Maximum Force,100,exact_title_platform_year
assassin_s_creed_rogue,vgsales,Assassin's Creed: Rogue,100,exact_title_platform_year
code_name_s_t_e_a_m,metacritic,Code Name: S.T.E.A.M.,100,exact_title_platform_year
mario_paint,vgsales,Mario Paint,100,exact_title_platform_year
code_name_s_t_e_a_m,metacritic,Code Name: S.T.E.A.M.,100,exact_title_platform_year
assassin_s_creed_rogue,metacritic,Assassin's Creed Rogue,100,exact_title_platform_year
code_of_princess,metacritic,Code of Princess,100,exact_title_platform_year
code_of_princess_ex,metacritic,Code of Princess EX,100,exact_title_platform_year
codename_kids_next_door_operation_v_i_d_e_o_g_a_m_e,metacritic,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,100,exact_title_platform_year
aeon_flux,vgsales,Aeon Flux,100,exact_title_platform_year
code_vein,metacritic,Code Vein,100,exact_title_platform_year
assassin_s_creed_rogue,metacritic,Assassin's Creed Rogue,100,exact_title_platform_year
code_r,vgsales,Code R,100,exact_title_platform_year
assassin_s_creed_rogue,vgsales,Assassin's Creed: Rogue,100,exact_title_platform_year
code_vein,metacritic,Code Vein,100,exact_title_platform_year
mega_man_4,vgsales,Mega Man 4,100,exact_title_platform_year
codename_kids_next_door_operation_v_i_d_e_o_g_a_m_e,vgsales,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,100,exact_title_platform_year
assassin_s_creed_syndicate,vgsales,Assassin's Creed Syndicate,100,exact_title_platform_year
codename_kids_next_door_operation_v_i_d_e_o_g_a_m_e,vgsales,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,100,exact_title_platform_year
dead_to_rights_retribution,metacritic,Dead to Rights: Retribution,100,exact_title_platform_year
dead_to_rights_retribution,metacritic,Dead to Rights: Retribution,100,exact_title_platform_year
assassin_s_creed_syndicate,metacritic,Assassin's Creed Syndicate,100,exact_title_platform_year
cold_winter,metacritic,Cold Winter,100,exact_title_platform_year
assassin_s_creed_iii,vgsales,Assassin's Creed III,100,exact_title_platform_year
dark_souls_iii_the_ringed_city,metacritic,Dark Souls III: The Ringed City,100,exact_title_platform_year
assassin_s_creed_syndicate,metacritic,Assassin's Creed Syndicate,100,exact_title_platform_year
catwoman,vgsales,Catwoman,100,exact_title_platform_year
bakumatsu_renka_karyuu_kenshi_den,vgsales,Bakumatsu Renka: Karyuu Kenshi-den,100,exact_title_platform_year
deadliest_warrior_ancient_combat,vgsales,Deadliest Warrior: Ancient Combat,100,exact_title_platform_year
assassin_s_creed_syndicate,metacritic,Assassin's Creed Syndicate,100,exact_title_platform_year
chaos_on_deponia,metacritic,Chaos on Deponia,100,exact_title_platform_year
cave_story_3d,metacritic,Cave Story 3D,100,exact_title_platform_year
deadlight,metacritic,Deadlight,100,exact_title_platform_year
assassin_s_creed_syndicate,metacritic,Assassin's Creed Syndicate,100,exact_title_platform_year
cold_fear,metacritic,Cold Fear,100,exact_title_platform_year
cold_fear,metacritic,Cold Fear,100,exact_title_platform_year
cold_fear,vgsales,Cold Fear,100,exact_title_platform_year
assassin_s_creed_syndicate,vgsales,Assassin's Creed Syndicate,100,exact_title_platform_year
cold_winter,vgsales,Cold Winter,100,exact_title_platform_year
college_hoops_2k6,metacritic,College Hoops 2K6,100,exact_title_platform_year
dark_arena,metacritic,Dark Arena,100,exact_title_platform_year
battleblock_theater,metacritic,BattleBlock Theater,100,exact_title_platform_year
colin_mcrae_rally_3,metacritic,Colin McRae Rally 3,100,exact_title_platform_year
colin_mcrae_rally_2_0,vgsales,Colin McRae Rally 2.0,100,exact_title_platform_year
colin_mcrae_rally_2_0,metacritic,Colin McRae Rally 2.0,100,exact_title_platform_year
battleblock_theater,metacritic,BattleBlock Theater,100,exact_title_platform_year
colin_mcrae_rally_3,vgsales,Colin McRae Rally 3,100,exact_title_platform_year
colin_mcrae_rally_3,metacritic,Colin McRae Rally 3,100,exact_title_platform_year
deadpool,metacritic,Deadpool,100,exact_title_platform_year
bejeweled_3,vgsales,Bejeweled 3,100,exact_title_platform_year
colin_mcrae_rally_3,vgsales,Colin McRae Rally 3,100,exact_title_platform_year
collar_x_malice,vgsales,Collar x Malice,100,exact_title_platform_year
collar_x_malice,metacritic,Collar x Malice,100,exact_title_platform_year
einhander,metacritic,Einhander,100,exact_title_platform_year
college_hoops_2k7,metacritic,College Hoops 2K7,100,exact_title_platform_year
bust_a_move_universe,metacritic,Bust-A-Move Universe,100,exact_title_platform_year
dark_souls_iii_the_ringed_city,metacritic,Dark Souls III: The Ringed City,100,exact_title_platform_year
bust_a_move_universe,metacritic,Bust-A-Move Universe,100,exact_title_platform_year
dear_esther_landmark_edition,metacritic,Dear Esther: Landmark Edition,100,exact_title_platform_year
dear_esther_landmark_edition,metacritic,Dear Esther: Landmark Edition,100,exact_title_platform_year
death_by_cube,metacritic,Death By Cube,100,exact_title_platform_year
bejeweled_3,metacritic,Bejeweled 3,100,exact_title_platform_year
college_hoops_2k6,metacritic,College Hoops 2K6,100,exact_title_platform_year
bust_a_move_universe,vgsales,Bust-A-Move Universe,100,exact_title_platform_year
death_crimson_ox,metacritic,Death Crimson OX,100,exact_title_platform_year
dancedancerevolution_x2,vgsales,Dance Dance Revolution X2,100,exact_title_platform_year
catwoman,vgsales,Catwoman,100,exact_title_platform_year
bejeweled_3,metacritic,Bejeweled 3,100,exact_title_platform_year
death_end_re_quest_2,metacritic,Death end re;Quest 2,100,exact_title_platform_year
bejeweled_3,metacritic,Bejeweled 3,100,exact_title_platform_year
college_hoops_2k7,vgsales,College Hoops 2K7,100,exact_title_platform_year
college_hoops_2k7,metacritic,College Hoops 2K7,100,exact_title_platform_year
dark_souls_iii_the_ringed_city,metacritic,Dark Souls III: The Ringed City,100,exact_title_platform_year
bioshock_2,metacritic,BioShock 2,100,exact_title_platform_year
college_hoops_2k7,vgsales,College Hoops 2K7,100,exact_title_platform_year
death_jr_root_of_evil,metacritic,Death Jr.: Root of Evil,100,exact_title_platform_year
death_note_kira_game,vgsales,DEATH NOTE: Kira Game,100,exact_title_platform_year
bioshock_2,metacritic,BioShock 2,100,exact_title_platform_year
college_hoops_2k8,metacritic,College Hoops 2K8,100,exact_title_platform_year
college_hoops_2k8,vgsales,College Hoops 2K8,100,exact_title_platform_year
college_hoops_2k8,vgsales,College Hoops 2K8,100,exact_title_platform_year
bioshock_2,metacritic,BioShock 2,100,exact_title_platform_year
college_slam,vgsales,College Slam,100,exact_title_platform_year
colony_wars_vengeance,vgsales,Colony Wars: Vengeance,100,exact_title_platform_year
death_squared,metacritic,Death Squared,100,exact_title_platform_year
catz,vgsales,Catz,100,exact_title_platform_year
comic_jumper_the_adventures_of_captain_smiley,metacritic,Comic Jumper: The Adventures of Captain Smiley,100,exact_title_platform_year
dark_summit,vgsales,Dark Summit,100,exact_title_platform_year
dark_void,vgsales,Dark Void,100,exact_title_platform_year
bioshock_2,vgsales,BioShock 2,100,exact_title_platform_year
colosseum_road_to_freedom,vgsales,Colosseum: Road to Freedom,100,exact_title_platform_year
colosseum_road_to_freedom,metacritic,Colosseum: Road to Freedom,100,exact_title_platform_year
deathspank_thongs_of_virtue,metacritic,DeathSpank: Thongs of Virtue,100,exact_title_platform_year
mega_man_64,vgsales,Mega Man 64,100,exact_title_platform_year
bioshock_2,vgsales,BioShock 2,100,exact_title_platform_year
dariusburst_chronicle_saviours,metacritic,Dariusburst: Chronicle Saviours,100,exact_title_platform_year
deca_sports,vgsales,Deca Sports,100,exact_title_platform_year
combat_of_giants_dinosaurs_3d,metacritic,Combat of Giants: Dinosaurs 3D,100,exact_title_platform_year
conan,vgsales,Conan,100,exact_title_platform_year
combat_of_giants_dinosaurs_3d,metacritic,Combat of Giants: Dinosaurs 3D,100,exact_title_platform_year
mega_man_7,vgsales,Mega Man 7,100,exact_title_platform_year
call_of_duty_2,metacritic,Call of Duty 2,100,exact_title_platform_year
command_conquer_3_kane_s_wrath,vgsales,Command & Conquer 3: Kane's Wrath,100,exact_title_platform_year
command_conquer_3_kane_s_wrath,metacritic,Command & Conquer 3: Kane's Wrath,100,exact_title_platform_year
command_conquer_3_kane_s_wrath,metacritic,Command & Conquer 3: Kane's Wrath,100,exact_title_platform_year
call_of_duty_2,metacritic,Call of Duty 2,100,exact_title_platform_year
command_conquer_generals_zero_hour,metacritic,Command & Conquer: Generals - Zero Hour,100,exact_title_platform_year
command_conquer_red_alert,vgsales,Command & Conquer: Red Alert,100,exact_title_platform_year
deca_sports_extreme,vgsales,Deca Sports Extreme,100,exact_title_platform_year
call_of_duty_2,vgsales,Call of Duty 2,100,exact_title_platform_year
command_conquer_red_alert_3,metacritic,Command & Conquer: Red Alert 3,100,exact_title_platform_year
sebastien_loeb_rally_evo,vgsales,Sébastien Loeb Rally Evo,100,exact_title_platform_year
command_conquer_red_alert_2_yuri_s_revenge,metacritic,Command & Conquer: Red Alert 2 - Yuri's Revenge,100,exact_title_platform_year
call_of_duty_4_modern_warfare,metacritic,Call of Duty 4: Modern Warfare,100,exact_title_platform_year
command_conquer_red_alert_3,metacritic,Command & Conquer: Red Alert 3,100,exact_title_platform_year
command_conquer_red_alert_3_commander_s_challenge,metacritic,Command & Conquer: Red Alert 3 - Commander's Challenge,100,exact_title_platform_year
command_conquer_red_alert_3,vgsales,Command & Conquer: Red Alert 3,100,exact_title_platform_year
call_of_duty_4_modern_warfare,metacritic,Call of Duty 4: Modern Warfare,100,exact_title_platform_year
indycar_series,vgsales,IndyCar Series,100,exact_title_platform_year
disney_universe,metacritic,Disney Universe,100,exact_title_platform_year
company_of_heroes_2,vgsales,Company of Heroes 2,100,exact_title_platform_year
disney_universe,metacritic,Disney Universe,100,exact_title_platform_year
call_of_duty_4_modern_warfare,metacritic,Call of Duty 4: Modern Warfare,100,exact_title_platform_year
megpoid_the_music,vgsales,Megpoid the Music#,100,exact_title_platform_year
disney_universe,vgsales,Disney Universe,100,exact_title_platform_year
disney_universe,vgsales,Disney Universe,100,exact_title_platform_year
call_of_duty_4_modern_warfare,vgsales,Call of Duty 4: Modern Warfare,100,exact_title_platform_year
disney_universe,vgsales,Disney Universe,100,exact_title_platform_year
company_of_heroes_tales_of_valor,vgsales,Company of Heroes: Tales of Valor,100,exact_title_platform_year
call_of_duty_4_modern_warfare,vgsales,Call of Duty 4: Modern Warfare,100,exact_title_platform_year
commandos_strike_force,metacritic,Commandos Strike Force,100,exact_title_platform_year
company_of_heroes,metacritic,Company of Heroes,100,exact_title_platform_year
company_of_heroes,vgsales,Company of Heroes,100,exact_title_platform_year
call_of_duty_4_modern_warfare,vgsales,Call of Duty 4: Modern Warfare,100,exact_title_platform_year
company_of_heroes_tales_of_valor,metacritic,Company of Heroes: Tales of Valor,100,exact_title_platform_year
doki_doki_universe,metacritic,Doki-Doki Universe,100,exact_title_platform_year
deep_labyrinth,metacritic,Deep Labyrinth,100,exact_title_platform_year
doki_doki_universe,vgsales,Doki-Doki Universe,100,exact_title_platform_year
hakuoki_edo_blossoms,metacritic,Hakuoki: Edo Blossoms,100,exact_title_platform_year
doki_doki_universe,metacritic,Doki-Doki Universe,100,exact_title_platform_year
def_jam_fight_for_ny,vgsales,Def Jam: Fight for NY,100,exact_title_platform_year
doki_doki_universe,metacritic,Doki-Doki Universe,100,exact_title_platform_year
senran_kagura_bon_appetit,metacritic,Senran Kagura: Bon Appetit!,100,exact_title_platform_year
doki_doki_universe,metacritic,Doki-Doki Universe,100,exact_title_platform_year
dark_void,vgsales,Dark Void,100,exact_title_platform_year
call_of_duty_black_ops,metacritic,Call of Duty: Black Ops,100,exact_title_platform_year
dark_summit,metacritic,Dark Summit,100,exact_title_platform_year
company_of_heroes_opposing_fronts,metacritic,Company of Heroes: Opposing Fronts,100,exact_title_platform_year
def_jam_icon,metacritic,Def Jam: Icon,100,exact_title_platform_year
call_of_duty_black_ops,metacritic,Call of Duty: Black Ops,100,exact_title_platform_year
hatsune_miku_project_diva_f_2nd_2014_2,metacritic,Hatsune Miku: Project Diva F 2nd,100,exact_title_platform_year
soldner_x_himmelssturmer,metacritic,Soldner-X: Himmelssturmer,100,exact_title_platform_year
celeste,metacritic,Celeste,100,exact_title_platform_year
call_of_duty_black_ops,metacritic,Call of Duty: Black Ops,100,exact_title_platform_year
conan,metacritic,Conan,100,exact_title_platform_year
conan_exiles,metacritic,Conan Exiles,100,exact_title_platform_year
conan_exiles,metacritic,Conan Exiles,100,exact_title_platform_year
missile_command,vgsales,Missile Command,100,exact_title_platform_year
call_of_duty_black_ops,metacritic,Call of Duty: Black Ops,100,exact_title_platform_year
star_wars_masters_of_teras_kasi,vgsales,Star Wars: Masters of Teras Kasi,100,exact_title_platform_year
conception_ii_children_of_the_seven_stars,metacritic,Conception II: Children of the Seven Stars,100,exact_title_platform_year
call_of_duty_black_ops,vgsales,Call of Duty: Black Ops,100,exact_title_platform_year
conception_ii_children_of_the_seven_stars,metacritic,Conception II: Children of the Seven Stars,100,exact_title_platform_year
conception_ii_children_of_the_seven_stars,metacritic,Conception II: Children of the Seven Stars,100,exact_title_platform_year
def_jam_vendetta,metacritic,Def Jam Vendetta,100,exact_title_platform_year
call_of_duty_black_ops,vgsales,Call of Duty: Black Ops,100,exact_title_platform_year
concrete_genie,metacritic,Concrete Genie,100,exact_title_platform_year
hatsune_miku_project_diva_f_2nd_2014_2,metacritic,Hatsune Miku: Project Diva F 2nd,100,exact_title_platform_year
defense_grid_the_awakening,metacritic,Defense Grid: The Awakening,100,exact_title_platform_year
call_of_duty_black_ops,vgsales,Call of Duty: Black Ops,100,exact_title_platform_year
conception_plus_maidens_of_the_twelve_stars,metacritic,Conception Plus: Maidens of the Twelve Stars,100,exact_title_platform_year
conception_ii_children_of_the_seven_stars,vgsales,Conception II: Children of the Seven Stars,100,exact_title_platform_year
defiance,metacritic,Defiance,100,exact_title_platform_year
call_of_duty_black_ops_ii,metacritic,Call of Duty: Black Ops II,100,exact_title_platform_year
condemned_2_bloodshot,metacritic,Condemned 2: Bloodshot,100,exact_title_platform_year
confidential_mission,metacritic,Confidential Mission,100,exact_title_platform_year
defiance,vgsales,Defiance,100,exact_title_platform_year
call_of_duty_black_ops_ii,metacritic,Call of Duty: Black Ops II,100,exact_title_platform_year
condemned_2_bloodshot,vgsales,Condemned 2: Bloodshot,100,exact_title_platform_year
monster_jam,vgsales,Monster Jam,100,exact_title_platform_year
conduit_2,metacritic,Conduit 2,100,exact_title_platform_year
call_of_duty_black_ops_ii,metacritic,Call of Duty: Black Ops II,100,exact_title_platform_year
conflict_denied_ops,vgsales,Conflict: Denied Ops,100,exact_title_platform_year
hatsune_miku_project_diva_f_2nd_2014_2,vgsales,Hatsune Miku: Project Diva F 2nd,100,exact_title_platform_year
cave_story_3d,vgsales,Cave Story 3D,100,exact_title_platform_year
call_of_duty_black_ops_ii,metacritic,Call of Duty: Black Ops II,100,exact_title_platform_year
conflict_denied_ops,vgsales,Conflict: Denied Ops,100,exact_title_platform_year
conflict_desert_storm,vgsales,Conflict: Desert Storm,100,exact_title_platform_year
dariusburst_chronicle_saviours,metacritic,Dariusburst: Chronicle Saviours,100,exact_title_platform_year
call_of_duty_black_ops_ii,metacritic,Call of Duty: Black Ops II,100,exact_title_platform_year
conflict_desert_storm,metacritic,Conflict: Desert Storm,100,exact_title_platform_year
ace_combat_7_skies_unknown,metacritic,Ace Combat 7: Skies Unknown,100,exact_title_platform_year
ace_combat_7_skies_unknown,metacritic,Ace Combat 7: Skies Unknown,100,exact_title_platform_year
devil_s_third,metacritic,Devil's Third,100,exact_title_platform_year
call_of_duty_black_ops_ii,vgsales,Call of Duty: Black Ops II,100,exact_title_platform_year
conflict_global_terror,metacritic,Conflict: Global Terror,100,exact_title_platform_year
conflict_desert_storm_ii_back_to_baghdad,metacritic,Conflict: Desert Storm II - Back to Baghdad,100,exact_title_platform_year
conflict_global_terror,metacritic,Conflict: Global Terror,100,exact_title_platform_year
hatsune_miku_project_diva_f_2nd_2014_2,vgsales,Hatsune Miku: Project Diva F 2nd,100,exact_title_platform_year
conflict_zone,metacritic,Conflict Zone,100,exact_title_platform_year
conflict_vietnam,vgsales,Conflict: Vietnam,100,exact_title_platform_year
corvette,metacritic,Corvette,100,exact_title_platform_year
call_of_duty_black_ops_ii,vgsales,Call of Duty: Black Ops II,100,exact_title_platform_year
conflict_zone,vgsales,Conflict Zone,100,exact_title_platform_year
conflict_vietnam,metacritic,Conflict: Vietnam,100,exact_title_platform_year
conflict_vietnam,metacritic,Conflict: Vietnam,100,exact_title_platform_year
call_of_duty_black_ops_ii,vgsales,Call of Duty: Black Ops II,100,exact_title_platform_year
consortium,metacritic,CONSORTIUM,100,exact_title_platform_year
conker_live_and_reloaded,vgsales,Conker: Live And Reloaded,100,exact_title_platform_year
conker_s_bad_fur_day,metacritic,Conker's Bad Fur Day,100,exact_title_platform_year
call_of_duty_black_ops_ii,vgsales,Call of Duty: Black Ops II,100,exact_title_platform_year
consortium,metacritic,CONSORTIUM,100,exact_title_platform_year
conker_s_bad_fur_day,vgsales,Conker's Bad Fur Day,100,exact_title_platform_year
demon_turf,metacritic,Demon Turf,100,exact_title_platform_year
call_of_duty_black_ops_ii,metacritic,Call of Duty: Black Ops II,100,exact_title_platform_year
caveman_warriors,metacritic,Caveman Warriors,100,exact_title_platform_year
lego_star_wars_iii_the_clone_wars,vgsales,LEGO Star Wars III: The Clone Wars,100,exact_title_platform_year
contra_rebirth,metacritic,Contra ReBirth,100,exact_title_platform_year
call_of_duty_black_ops_iii,metacritic,Call of Duty: Black Ops III,100,exact_title_platform_year
constantine,metacritic,Constantine,100,exact_title_platform_year
celebrity_sports_showdown,metacritic,Celebrity Sports Showdown,100,exact_title_platform_year
densetsu_no_yuusha_no_densetsu_legendary_saga,vgsales,Densetsu no Yuusha no Densetsu: Legendary Saga,100,exact_title_platform_year
call_of_duty_ghosts,metacritic,Call of Duty: Ghosts,100,exact_title_platform_year
contact,vgsales,Contact,100,exact_title_platform_year
deponia,metacritic,Deponia,100,exact_title_platform_year
deponia,metacritic,Deponia,100,exact_title_platform_year
call_of_duty_ghosts,vgsales,Call of Duty: Ghosts,100,exact_title_platform_year
contra_4,metacritic,Contra 4,100,exact_title_platform_year
mr_driller,vgsales,Mr. Driller,100,exact_title_platform_year
contra_4,vgsales,Contra 4,100,exact_title_platform_year
call_of_duty_ghosts,vgsales,Call of Duty: Ghosts,100,exact_title_platform_year
contra_rogue_corps,metacritic,Contra: Rogue Corps,100,exact_title_platform_year
conway_disappearance_at_dahlia_view,metacritic,Conway: Disappearance at Dahlia View,100,exact_title_platform_year
mxgp_2,vgsales,MXGP 2,100,exact_title_platform_year
call_of_duty_ghosts,metacritic,Call of Duty: Ghosts,100,exact_title_platform_year
contra_shattered_soldier,vgsales,Contra: Shattered Soldier,100,exact_title_platform_year
contra_shattered_soldier,metacritic,Contra: Shattered Soldier,100,exact_title_platform_year
derby_stallion_96,vgsales,Derby Stallion 96,100,exact_title_platform_year
call_of_duty_ghosts,metacritic,Call of Duty: Ghosts,100,exact_title_platform_year
contrast,metacritic,Contrast,100,exact_title_platform_year
contrast,metacritic,Contrast,100,exact_title_platform_year
derby_stallion_ds,vgsales,Derby Stallion DS,100,exact_title_platform_year
call_of_duty_ghosts,metacritic,Call of Duty: Ghosts,100,exact_title_platform_year
control_ultimate_edition,metacritic,Control: Ultimate Edition,100,exact_title_platform_year
contrast,vgsales,Contrast,100,exact_title_platform_year
derby_time_2006,vgsales,Derby Time 2006,100,exact_title_platform_year
celebrity_sports_showdown,vgsales,Celebrity Sports Showdown,100,exact_title_platform_year
cooking_mama_3_shop_chop,vgsales,Cooking Mama 3: Shop & Chop,100,exact_title_platform_year
cel_damage,metacritic,Cel Damage,100,exact_title_platform_year
cel_damage,vgsales,Cel Damage,100,exact_title_platform_year
call_of_duty_infinite_warfare,metacritic,Call of Duty: Infinite Warfare,100,exact_title_platform_year
cookie_cream,vgsales,Cookie & Cream,100,exact_title_platform_year
cooking_mama,vgsales,Cooking Mama,100,exact_title_platform_year
cooking_mama_2_dinner_with_friends,vgsales,Cooking Mama 2: Dinner With Friends,100,exact_title_platform_year
call_of_duty_infinite_warfare,metacritic,Call of Duty: Infinite Warfare,100,exact_title_platform_year
cooking_mama_4_kitchen_magic,vgsales,Cooking Mama 4: Kitchen Magic!,100,exact_title_platform_year
cooking_mama_cook_off,vgsales,Cooking Mama: Cook Off,100,exact_title_platform_year
cooking_mama_cook_off,metacritic,Cooking Mama: Cook Off,100,exact_title_platform_year
call_of_duty_infinite_warfare,metacritic,Call of Duty: Infinite Warfare,100,exact_title_platform_year
cooking_mama_sweet_shop,metacritic,Cooking Mama: Sweet Shop,100,exact_title_platform_year
cooking_mama_sweet_shop,metacritic,Cooking Mama: Sweet Shop,100,exact_title_platform_year
desperados_iii,metacritic,Desperados III,100,exact_title_platform_year
call_of_duty_infinite_warfare,vgsales,Call of Duty: Infinite Warfare,100,exact_title_platform_year
cel_damage_hd,metacritic,Cel Damage HD,100,exact_title_platform_year
cool_boarders_2,vgsales,Cool Boarders 2,100,exact_title_platform_year
cool_boarders_2001,vgsales,Cool Boarders 2001,100,exact_title_platform_year
call_of_duty_infinite_warfare,vgsales,Call of Duty: Infinite Warfare,100,exact_title_platform_year
cool_boarders_3,vgsales,Cool Boarders 3,100,exact_title_platform_year
cool_boarders_2001,metacritic,Cool Boarders 2001,100,exact_title_platform_year
despicable_me_the_game,vgsales,Despicable Me: The Game,100,exact_title_platform_year
call_of_duty_infinite_warfare,metacritic,Call of Duty: Infinite Warfare,100,exact_title_platform_year
cel_damage_hd,metacritic,Cel Damage HD,100,exact_title_platform_year
coraline,vgsales,Coraline,100,exact_title_platform_year
coraline,metacritic,Coraline,100,exact_title_platform_year
call_of_duty_modern_warfare_2,vgsales,Call of Duty: Modern Warfare 2,100,exact_title_platform_year
corpse_party,metacritic,Corpse Party,100,exact_title_platform_year
corpse_party_blood_drive,metacritic,Corpse Party: Blood Drive,100,exact_title_platform_year
cortex_command,metacritic,Cortex Command,100,exact_title_platform_year
call_of_duty_modern_warfare_2,metacritic,Call of Duty: Modern Warfare 2,100,exact_title_platform_year
celeste,metacritic,Celeste,100,exact_title_platform_year
battleblock_theater,metacritic,BattleBlock Theater,100,exact_title_platform_year
crysis_remastered,metacritic,Crysis Remastered,100,exact_title_platform_year
celeste,metacritic,Celeste,100,exact_title_platform_year
darksiders_ii,metacritic,Darksiders II,100,exact_title_platform_year
destroy_all_humans,metacritic,Destroy All Humans!,100,exact_title_platform_year
destroy_all_humans_2,vgsales,Destroy All Humans! 2,100,exact_title_platform_year
