game_id,title,data_confidence_score,popularity_score
broken_cniangel,BROKEN (CNIAngel),25,17.7125
the_legend_of_kage,The Legend of Kage,20,17.705
the_legend_of_korra_a_new_era_begins,The Legend of Korra: A New Era Begins,20,17.705
scissors_paper_stone,Scissors Paper Stone,25,17.7125
dojji,dojji,25,17.7125
the_lost_wild,The Lost Wild,20,17.705
the_wager,The Wager,25,17.7125
zom_zom_dash,zom zom dash,15,17.6975
unitytest2,UnityTest2,25,17.7125
the_routine,The Routine,25,17.7125
road_demo,road demo,25,17.7125
sweet_smash_test_build_1_03,Sweet Smash Test Build 1.03,25,17.7125
fetch_dog,Fetch Dog,25,17.7125
press_e_to,Press E To,25,17.7125
tic_tac_toe_itch_marvic_grima,Tic Tac Toe (itch) (Marvic Grima),25,17.7125
orbitals_tangled_games,Orbitals (Tangled Games),25,17.7125
mastermind_marvic_grima,Mastermind (Marvic Grima),25,17.7125
mirror_paper,Mirror Paper,25,17.7125
christmas_time_avarisclari,Christmas Time (avarisclari),25,17.7125
unitytest,UnityTest,15,17.6975
stay_out_of_my_territory,Stay Out of My Territory,25,17.7125
the_phantom_thief_stina_and_30_jewels,The Phantom Thief Stina and 30 Jewels,25,17.7125
week_7,Week 7,25,17.7125
bugs_crush,Bugs Crush,25,17.7125
crrepy,Crrepy,25,17.7125
error404,.error404,25,17.7125
squarey_death,Squarey DEATH,15,17.6975
spoon_feed_ya_nan,Spoon Feed Ya Nan!,25,17.7125
super_tanque_de_juguete,Super Tanque de Juguete,25,17.7125
beautiful_gravity,Beautiful Gravity,15,17.6975
vii_night_sky,VII. Night Sky,25,17.7125
milkshake_maker_ice_cream_cooking_for_kids_girls,Milkshake Maker Ice Cream Cooking for Kids / Girls,25,17.7125
sunday_sketch_december_21_2014,"Sunday Sketch - December 21, 2014",25,17.7125
corgi_s_bizarre_adventure,Corgi's Bizarre Adventure,25,17.7125
dancing_robot_s,Dancing Robot S,15,17.6975
robot_dance,Robot Dance,15,17.6975
bombocha,Bombocha,25,17.7125
dca_artcade_prototype,DCA Artcade Prototype,25,17.7125
storm_chasers_itch,Storm Chasers (itch),15,17.6975
eve_of_the_living_bread,Eve Of The living Bread,25,17.7125
text_itch,text (itch),15,17.6975
kungfu_master,Kungfu_Master,25,17.7125
kog_puro,KOG&PURO,15,17.6975
where_is_my_battery,Where is my battery?!,25,17.7125
twinbeewar,TwinbeeWar,25,17.7125
yarlp,YARLP,15,17.6975
alien_escape_itch_priestleycgd,Alien Escape (itch) (PriestleyCGD),25,17.7125
ghoul_gobble,Ghoul Gobble,15,17.6975
change_in_time,Change In Time,25,17.7125
actiongamedemo,ActionGameDemo,15,17.6975
christmas_beam,Christmas Beam,25,17.7125
vi_rain_shrine,VI. Rain Shrine,25,17.7125
paperknife,Paperknife,25,17.7125
kpop_feel_the_beat,Kpop feel the beat,25,17.7125
the_stonecutter,The Stonecutter,20,17.705
a_princess_hollywood_hidden_object_puzzle_can_u_escape_in_a_rising_pics_game_for,A Princess Hollywood Hidden Object Puzzle - can u escape in a rising pics game for teenage girl stars,25,17.7125
the_sword_of_hope_ii,The Sword of Hope II,20,17.705
snowman_games_and_christmas_puzzles_match_snow_and_frozen_jewel_for_this_holiday,Snowman Games and Christmas Puzzles - Match snow and frozen jewel for this holiday countdown,25,17.7125
the_trash_pack,The Trash Pack,20,17.705
bomb_dedicated_server,BOMB Dedicated Server,25,17.7125
dontpush,dontPush,25,17.7125
holiday_games_and_puzzles_rock_out_to_christmas_with_songs_and_music,Holiday Games and Puzzles - Rock out to Christmas with songs and music,25,17.7125
this_is_you,this is you,25,17.7125
yafpoker,YAFPoker,25,17.7125
nova_itch,Nova (itch),25,17.7125
the_watcher_turtle_cream,The Watcher (Turtle Cream),25,17.7125
week_5,Week 5,15,17.6975
eco_pet,Eco Pet,25,17.7125
runner_itch_jimmynewkirk09,Runner (itch) (jimmynewkirk09),15,17.6975
actual_multiple_monitors,Actual Multiple Monitors,25,17.7125
color_worm,Color Worm,15,17.6975
christmas_test,Christmas Test,15,17.6975
roy,ROY,25,17.7125
week_6,Week 6,25,17.7125
pac_man_the_8_pages,Pac Man: The 8 Pages,25,17.7125
knifey_spoony_the_video_game,Knifey-Spoony: The Video Game,25,17.7125
stay_away_from_me,Stay Away From Me!,25,17.7125
taxicabmeh_upload_attempt2,TaxiCabmeh (upload attempt2),25,17.7125
speed_clicker_updated,Speed Clicker - updated,25,17.7125
apathy_santa,Apathy Santa,25,17.7125
an_industrial_christmas,An Industrial Christmas,25,17.7125
christmas_game,Christmas Game,15,17.6975
thq_paws_claws_pampered_pets_resort,THQ Paws & Claws Pampered Pets Resort,25,17.7125
thruspace,ThruSpace,20,17.705
oppression_prototype,Oppression Prototype,15,17.6975
the_invisible_child_1,The Invisible Child 1,15,17.6975
autobot,Autobot,15,17.6975
sun_prototype,Sun Prototype,15,17.6975
change_game,Change Game,15,17.6975
tic_tac_letters_by_powgi,Tic-Tac-Letters by POWGI,20,17.705
camp_metus,Camp Metus,15,17.6975
the_son,The Son,15,17.6975
peace_game,Peace game,15,17.6975
completeness,Completeness,15,17.6975
yes_master,Yes Master,25,17.7125
gettin_around,Gettin' Around,15,17.6975
pinballness,Pinballness,15,17.6975
civil_war_add_on,Civil war add on,15,17.6975
peas_be_with_you,Peas Be With You,15,17.6975
change_prototype,Change Prototype,15,17.6975
change,Change!,15,17.6975
pong_itch,PONG (itch),25,17.7125
changing_change,Changing (Change),25,17.7125
starchild,Starchild,25,17.7125
oppressed_oppression,Oppressed (Oppression),25,17.7125
highrise_heroes,Highrise Heroes,25,17.7125
feed_some_ducks,feed some ducks,25,17.7125
tiny_games_knights_dragons,Tiny Games - Knights & Dragons,20,17.705
knew_hope,Knew Hope,15,17.6975
titanium_court_with_a_side_of_soundtrack,Titanium Court with a Side of Soundtrack,25,17.7125
monster_truck_jam_expert_car_parking_school_real_life_driver_sim_park_in_bay_rac,Monster Truck Jam - Expert Car Parking School Real Life Driver Sim Park In Bay Racing Games,25,17.7125
titans_tower,TITANS TOWER,20,17.705
modo_indie,MODO indie,25,17.7125
panorama,panorama,15,17.6975
razor_dodgor_razer_dodger_ludum_dare_31,Razor Dodgor(Razer Dodger) Ludum Dare 31,25,17.7125
pongnop,pongnop,25,17.7125
super_death_grid_of_death,Super Death Grid Of Death,25,17.7125
beeswing_itch,Beeswing (itch),25,17.7125
toki_tori_3d,Toki Tori 3D,20,17.705
tomeling_in_trouble,Tomeling in Trouble,20,17.705
tomodachi_collection_special_edition,Tomodachi Collection Special Edition,10,17.69
toon_doku,Toon-Doku,20,17.705
top_model_3d,Top Model 3D,20,17.705
topoloco,Topoloco,20,17.705
toro_and_friends_theme,TORO and Friends Theme,10,17.69
touch_battle_ninja,Touch Battle Ninja,20,17.705
touch_battle_tank_3d_2,Touch Battle Tank 3D 2,20,17.705
touch_battle_tank_tag_combat,Touch Battle Tank - Tag Combat,20,17.705
travel_adventures_with_hello_kitty,Travel Adventures with Hello Kitty,20,17.705
treasures_of_montezuma_blitz,Treasures of Montezuma: Blitz,20,17.705
tri_strip,Tri-Strip,20,17.705
triple_play_series,Triple Play series,10,17.69
trollboarder,Trollboarder,20,17.705
true_swing_golf_express,True Swing Golf Express,20,17.705
tumblebugs_2,Tumblebugs 2,20,17.705
turn_the_lost_artifact,TURN: The Lost Artifact,20,17.705
twin_eagle,Twin Eagle,20,17.705
twisted_fusion,Twisted Fusion,20,17.705
u_host,U Host,20,17.705
ucn_for_mac_and_windows,UCN for mac and windows,20,17.705
undead_bowling,Undead Bowling,20,17.705
undead_storm_nightmare,Undead Storm Nightmare,20,17.705
unlucky_mage,Unlucky Mage,20,17.705
until_dawn_2,Until Dawn 2,20,17.705
up_up_bot,UP UP BOT,20,17.705
usa_today_crosswords_challenge,USA TODAY Crosswords Challenge,25,17.7125
very_hungry_caterpillars_abc,Very Hungry Caterpillars ABC,20,17.705
vibes,Vibes,10,17.69
vigilante,VIGILANTE,20,17.705
vindicators,Vindicators,20,17.705
voxelmaker,VoxelMaker,20,17.705
wakedas,WAKEDAS,20,17.705
waku_waku_sweets_happy_sweets_making,WAKU WAKU SWEETS: Happy Sweets Making,20,17.705
wall_8226_e,WALL&#8226;E,20,17.705
watchup_your_daily_newscast,Watchup: Your Daily Newscast,20,17.705
save_christmas_cats_studio,Save Christmas (Cats Studio),25,17.7125
nostalgia_for_missile_command,Nostalgia for Missile Command,25,17.7125
mohammed_beat_runner_demo,Mohammed Beat Runner (DEMO),25,17.7125
demo_grave_advice,[Demo] Grave Advice,25,17.7125
snowbunny_s_holiday_quest,Snowbunny's Holiday Quest,25,17.7125
campfire_friends,Campfire Friends!,25,17.7125
mashed_pierogi,Mashed Pierogi,25,17.7125
vast_itch_minok_minok,Vast (itch) (minok) (minok),25,17.7125
leap_of_faith_itch_herculano,Leap of Faith (itch) (Herculano),25,17.7125
gdx_tetris,Gdx Tetris,25,17.7125
flappy_phoenix_itchkji,Flappy Phoenix (ItchKJI),25,17.7125
clicker_coin_oleg_games,Clicker Coin (Oleg Games),25,17.7125
truckgame,TruckGame,25,17.7125
pong_deluxe_xfajk,PONG DELUXE (XFajk),25,17.7125
the_snow_is_red,The Snow is Red,25,17.7125
color_me_killer_honeymouth,Color Me Killer Honeymouth,25,17.7125
snakeenhanced,SnakeEnhanced,25,17.7125
woofstmas,Woofstmas,25,17.7125
the_beginning_of_the_end_iliana_mehmeti,The Beginning of the End (iliana.mehmeti),15,17.6975
zafrul_life,Zafrul life,25,17.7125
one_piece,One piece,25,17.7125
old_castle,Old Castle,25,17.7125
spacetoon_game_childhood_memories,Spacetoon Game - Childhood Memories,25,17.7125
color_hit_race,Color Hit Race,25,17.7125
supercut,SUPERCUT,25,17.7125
spacesim_glprojects,SpaceSim (glprojects),25,17.7125
wii_street_u,Wii Street U,20,17.705
wild_guns,Wild Guns,20,17.705
wild_rapids,Wild Rapids,10,17.69
the_little_match_girl_2_annus_evertens,The Little Match Girl 2: Annus Evertens,25,17.7125
lazy_sunday_apocalypse,Lazy Sunday Apocalypse,25,17.7125
massage_chair_simulator,Massage Chair Simulator,25,17.7125
toasterspaceinvaders1,ToasterSpaceInvaders1,25,17.7125
christmas_e_card,Christmas E-Card,25,17.7125
wings_of_magloryx,Wings of Magloryx,20,17.705
white_wonders,White Wonders,25,17.7125
legend_of_gaim_demo,Legend of gaim demo,25,17.7125
square_furukatail_nitr4m12,"Square! (Furukatail, Nitr4m12)",25,17.7125
meowrry_christmas,Meowrry Christmas!,25,17.7125
chocolate_carol,Chocolate Carol,25,17.7125
fired_eventy,FIRED (Eventy),25,17.7125
corruption_in_alberdeen_v2,Corruption in Alberdeen v2,25,17.7125
magic_bullet_johnrichard,Magic Bullet (johnrichard),25,17.7125
flappy_birds_hidayahtul,Flappy Birds (hidayahtul),25,17.7125
the_flappy_ufo,The Flappy UFO,25,17.7125
online_bible_school,Online Bible school,25,17.7125
remembrances,Remembrances,25,17.7125
rush_to_class,rush to class,25,17.7125
pustozersk,Pustozersk,15,17.6975
quiet_itch_lethur,Quiet (itch) (LeThur),25,17.7125
martian_mayhem,Martian Mayhem,25,17.7125
vomiting_sheep,Vomiting Sheep,25,17.7125
the_ball_game_overshadow,"The Ball Game (""Overshadow."")",25,17.7125
tetripocalypse_now,Tetripocalypse Now,25,17.7125
zoe_itch,ZOE (itch),25,17.7125
duck_a_mole,Duck-a-mole,25,17.7125
lost_wizard_game,lost wizard game,25,17.7125
the_rock_runner_remastered_with_controller_support,The Rock Runner Remastered With Controller Support,25,17.7125
ai_chat1_0,Ai Chat1.0,25,17.7125
cozy_cat_itch,cozy cat (itch),25,17.7125
road_to_eden_unity_demo_v1_0,Road to Eden Unity Demo V1.0,25,17.7125
dreamsect_rebel_saga_episode_1_days_of_innocence_demo,Dreamsect // Rebel Saga // Episode 1: Days of Innocence DEMO,25,17.7125
la_survive,LA Survive,25,17.7125
a_kiss_from_charlotte,A kiss from Charlotte,25,17.7125
lofi_beats_to_kill_bad_vibes_to,Lofi beats to kill bad vibes to,25,17.7125
cozy_campfire,Cozy Campfire,25,17.7125
santa_bongo_museum_of_modern_art_rose,SANTA BONGO MUSEUM OF MODERN ART (Rose),25,17.7125
greenhouse_gasoline_defrosted,Greenhouse Gasoline: Defrosted,25,17.7125
i_have_seen_the_truth_and_it_is_silly,I HAVE SEEN THE TRUTH AND IT IS SILLY,25,17.7125
arcade_madness_kaiizzen,Arcade Madness (Kaiizzen),25,17.7125
pongon_and_the_cates,Pongon and The Cates,25,17.7125
gingerbread_holiday,Gingerbread Holiday,25,17.7125
my_last_winter,My last winter,25,17.7125
frog_jump_world_of_pixels,Frog Jump (World of Pixels),25,17.7125
baldi_s_new_year_2023,Baldi's New Year 2023,25,17.7125
quacky_the_bird_teste,QUACKY THE BIRD (Teste),25,17.7125
kerataya,kerataya,25,17.7125
get_outta_my_swamp,Get Outta My Swamp!,25,17.7125
fps_game,FPS-Game,25,17.7125
witch_hero_2,Witch & Hero 2,20,17.705
capybara_murder_mystery,Capybara Murder Mystery,25,17.7125
a_walk_to_the_beach,A Walk to the Beach,25,17.7125
atypical_winter,Atypical Winter,25,17.7125
boomerang_business,Boomerang business,25,17.7125
send_dudes,Send Dudes,25,17.7125
unordered_list_of_birthdays_i_ve_attended,unordered list of birthdays i've attended,25,17.7125
iphone_maker,iphone maker,25,17.7125
wolf_of_the_battlefield_mercs,Wolf of the Battlefield: MERCS,20,17.705
again_itch_yanbo,Again (itch) (Yanbo),25,17.7125
angels_both_of_you_come_here_3,Angels! Both of you Come here! 3,25,17.7125
buried_love_new_year_s_eve_party,Buried Love - New Year's Eve Party,25,17.7125
evade_itch_guric,Evade (itch) (GuRiC),25,17.7125
worcle_worlds,Worcle Worlds,20,17.705
word_blocked,Word Blocked,20,17.705
word_party,Word Party,20,17.705
word_puzzles_by_powgi,Word Puzzles by POWGI,20,17.705
crocus_field_elliott_demo,Crocus Field - Elliott Demo,25,17.7125
draw_image,Draw Image,25,17.7125
word_wizard_3d,Word Wizard 3D,20,17.705
immovable_objects_neurotypique_short_demand,"immovable objects (Neurotypique, short_demand)",25,17.7125
as_fast_as_you_can,As Fast as you Can,25,17.7125
immovable_objects,immovable objects,25,17.7125
tetratd,TetraTD,25,17.7125
don_t_stop_running_gabugames,DON'T STOP RUNNING (GabuGames),25,17.7125
healsim_jawfish,Healsim (Jawfish),25,17.7125
i_go_to_school_on_foot,I go to school on foot,25,17.7125
move_the_cursor,Move the cursor,25,17.7125
horny_satan,horny Satan,25,17.7125
what_have_you_been_eating,What Have You Been Eating?!,25,17.7125
project_scratch,Project Scratch,25,17.7125
brick_breaker_itch_d_symmetry,Brick Breaker (itch) (D_Symmetry),25,17.7125
omelette_du_destiny_beta,Omelette du destiny BETA,25,17.7125
testbuildstudyalzhemierz,TestBuildStudyAlzhemierz,15,17.6975
world_conqueror_3d,World Conqueror 3D,20,17.705
memoriaderaposa,MemóriadeRaposa,25,17.7125
clear_cheat,clear cheat,25,17.7125
planet_defend,Planet Defend,25,17.7125
sleep_cycle,Sleep Cycle,25,17.7125
galaxy_games_time_1_0,galaxy (Games time 1.0),25,17.7125
game_with_mic_input,Game with mic input,25,17.7125
another_breakout_clone_ben_c,Another Breakout Clone (Ben C),25,17.7125
000_ep1_the_world_within_the_white_box,000: Ep1: The World within the White Box,25,17.7125
el_mario_a_igualada,El Mario a Igualada,25,17.7125
wuant_dating_simulator,Wuant Dating Simulator,25,17.7125
block_staker,Block Staker,25,17.7125
viaje_hacia_el_centro_de_la_red,Viaje hacia el centro de la red,25,17.7125
cookie_clicker_itch_starship_over_head,Cookie Clicker (itch) (Starship_over_head),25,17.7125
pixel_adventure_itch_sag_zzz,Pixel Adventure (itch) (sag_zzz),25,17.7125
peppa_s_mansion_2,Peppa's Mansion 2,25,17.7125
burt_buddy,Burt Buddy,25,17.7125
everscape_demo_version,EVERSCAPE (DEMO VERSION),25,17.7125
dungeoncrawlerproject_unnamed_yet,DungeonCrawlerProject (Unnamed Yet),15,17.6975
clue_game_sara_ashraf20,Clue Game (Sara Ashraf20),25,17.7125
du_fu,杜甫 Du Fu,25,17.7125
shadow_stone_demo,Shadow Stone (Demo),25,17.7125
tis_the_season_to_change,'Tis the season to change,25,17.7125
cat_christmas,Cat Christmas,25,17.7125
shadlineee,ShadLineee,25,17.7125
speed_jimsan_black_hole,Speed! (JimSan Black Hole),25,17.7125
error422,ERROR422,25,17.7125
wrapper_offline_mega,Wrapper Offline (MEGA),20,17.705
blind_fate_a_winter_s_tale,Blind Fate - A winter's Tale,25,17.7125
deliveryfree,DeliveryFree,25,17.7125
sillysongz,SillySongz,25,17.7125
gocanon,GoCanon,25,17.7125
gpt,GPT,25,17.7125
greeny_s_basics,Greeny's Basics,25,17.7125
for_the_love_of_christmas,For the Love of Christmas,25,17.7125
tiktok_live_game_plinko_country_flag,Tiktok Live game (Plinko Country Flag),25,17.7125
neon_geometry,Neon Geometry,25,17.7125
1st_prize_is_alone,1st prize is alone,25,17.7125
wreck_it_ralph,Wreck-It Ralph,20,17.705
trolleholm,trolleholm,25,17.7125
mr_beast_s_money_truck,Mr Beast's Money Truck,25,17.7125
please_adopt_me,Please! Adopt Me!,25,17.7125
lightboxel,LightBoxel,25,17.7125
x_scape,X-Scape,20,17.705
mannequins_demo,Mannequins Demo,25,17.7125
space_spaceships,Space Spaceships,25,17.7125
putrid,PUTRID,25,17.7125
hackando_aco,Hackando Aço,25,17.7125
xavier,Xavier,20,17.705
xbox_live_labs,Xbox LIVE Labs,20,17.705
xia_xia,Xia-Xia,20,17.705
xtreme_sports,Xtreme Sports,20,17.705
groove_dodge,Groove Dodge,25,17.7125
baldi_s_basics_but_only_principal_could_move,Baldi's Basics But only principal could move,25,17.7125
supra_mayro_64_reboot,Supra Mayro 64 Reboot,25,17.7125
tttrapwords,TTTrapwords,25,17.7125
castle_rush_cchuge,Castle Rush (cchuge),25,17.7125
a67,A67江俊陞跑吧山賊,25,17.7125
namco_py,Namco Py,25,17.7125
pokemon_radiant_revolution,Pokemon Radiant Revolution,25,17.7125
dialogue_system_prototype_mrran,Dialogue System Prototype (MrRan),25,17.7125
bocah_gundul_adventure_demo,Bocah gundul adventure (Demo),25,17.7125
vel_cube_full,VEL CUBE FULL,25,17.7125
rise_fall_through_space,Rise & Fall through Space,25,17.7125
game_demo_kravohi,Game Demo (Kravohi),25,17.7125
project_octavians_mind_demo_version_1_test,Project Octavians Mind Demo Version 1 Test,25,17.7125
snake_itch_mellilla,Snake (itch) (mellilla),25,17.7125
tntb,TNTB,25,17.7125
x_madness,X-Madness,25,17.7125
n_e_r_d,N.E.R.D,25,17.7125
lililand_lili_and_the_dark_forest,LIliland: Lili and the dark forest,15,17.6975
monikq,MonikQ,25,17.7125
kromer_klicker,Kromer Klicker,25,17.7125
cube_run_softwaretrinkets,Cube Run (SoftwareTrinkets),25,17.7125
deliveryman_fight,Deliveryman Fight,25,17.7125
case_ih_mx_2wd,Case IH Mx 2wd,25,17.7125
coffe_no_its_not_a_typo,"Coffe(No, its not a typo.)",15,17.6975
gravity_aliens,GRAVITY ALIENS,25,17.7125
demo_lost_sheep_cafe,[DEMO] Lost Sheep Cafe,25,17.7125
pamuks_virus_and_antivirus,pamuks virus and antivirus,25,17.7125
flappy_box_mobile_friendly,Flappy Box (Mobile Friendly),25,17.7125
aom,Aom,25,17.7125
8_bit_battle,8-bit Battle,25,17.7125
simon_says_clone,Simon Says Clone,25,17.7125
the_aquarian_nation,The Aquarian Nation,25,17.7125
1_metal_cat_alley,1. Metal Cat Alley,25,17.7125
dead_on_revival,Dead On Revival,25,17.7125
pixel_adventure_itch_tadeo_675,Pixel Adventure (itch) (Tadeo_675),25,17.7125
le_devorateur,Le dévorateur,25,17.7125
flappydavid,FlappyDavid,15,17.6975
game_survival_under_water,GAME SURVIVAL UNDER WATER,25,17.7125
shack_shackle,Shack&Shackle,25,17.7125
izhv_deathspiral,IZHV - Deathspiral,25,17.7125
regalos,Regalos,25,17.7125
rank_ell_the_game,Rank-ell The Game,25,17.7125
zacisa_s_last_stand,ZaciSa's Last Stand,20,17.705
zig_zag_go,ZIG ZAG GO,20,17.705
zoda_s_revenge_star_tropics_ii,Zoda's Revenge: Star Tropics II,20,17.705
oversoul,OverSoul,25,17.7125
ut_94,UTЯ-94,25,17.7125
perdition_itch,Perdition (itch),25,17.7125
kill_dad,Kill Dad,25,17.7125
zombii_attack,Zombii Attack,20,17.705
zoo_mania_3d,Zoo Mania 3D,20,17.705
medvocabulary,MEDvocabulary,15,17.6975
pizza_galaxy,Pizza Galaxy,25,17.7125
zumba_kids,Zumba Kids,20,17.705
you_only_get_one_friend,You Only Get One Friend,25,17.7125
generatorcious,Generatorcious,25,17.7125
lara_croft_reflections,Lara Croft: Reflections,15,17.6975
christmas_jackpot_slots_magical_twelve_days_of_christmas,Christmas Jackpot Slots- Magical Twelve Days of Christmas,25,17.7125
lucky_leprechaun_big_gold_jackpot_lotto_777_casino_slots_slot_machine_with_black,`Lucky Leprechaun Big Gold Jackpot Lotto 777 Casino Slots - Slot Machine with Blackjack and Prize Wheel,25,17.7125
ld23,LD23,15,17.6975
mono_itch_timtipgames,Mono (itch) (TimTipGames),25,17.7125
quarriors,Quarriors!,25,17.7125
you_only_get_1,You Only Get 1!,25,17.7125
you_only_have_one_explosion,You only have one explosion!,25,17.7125
pop_the_dots_bubble_puzzle_free_chain_reaction_game_by_dead_cool_apps,Pop The Dots Bubble Puzzle FREE: Chain Reaction Game - By Dead Cool Apps,25,17.7125
ar,ガシャポンARスタンプ まるぽん,25,17.7125
the_cam,The $cam,25,17.7125
dancing_queen_itch,Dancing Queen (itch),25,17.7125
two_sisters,Two sisteRs,25,17.7125
logomaker_4,LogoMaker 4,25,17.7125
sister,sisteR,25,17.7125
moviewriterpro,MovieWriterPro,25,17.7125
purify_app,Purify App,25,17.7125
a_celebrity_fashion_dress_up_makeover_and_make_up_salon_touch_games_for_kids_gir,"A Celebrity Fashion Dress Up, Makeover, and Make-up Salon Touch Games for Kids Girls",25,17.7125
pharoah_queen_lucky_slots,Pharoah Queen Lucky Slots,25,17.7125
hox,HOX,25,17.7125
van_helsing_i_complete_pack,Van Helsing I: Complete Pack,15,17.6975
koneko_no_album_my_little_cat,Koneko no Album: My Little Cat,25,17.7125
hidden_expedition_devils_triangle,Hidden Expedition: Devils Triangle,15,17.6975
goooooal_america,Goooooal América,25,17.7125
guitar_sight_reading_workout,Guitar Sight Reading Workout,25,17.7125
absurd_the_comedy_based_card_game,Absurd - The Comedy Based Card Game,25,17.7125
silo_2,Silo 2,25,17.7125
the_sultan_s_labyrinth_a_royal_sacrifice,The Sultan's Labyrinth: A Royal Sacrifice,15,17.6975
twanger,Twanger,25,17.7125
cooking_time_2_sushi_make_preschool_kids_games,Cooking Time 2 - Sushi Make&Preschool kids games!,25,17.7125
dark_strokes_sins_of_the_father_collector_s_edition,Dark Strokes: Sins of the Father Collector's Edition,15,17.6975
zombie_skape,Zombie Skape,25,17.7125
fairway_collector_s_edition,Fairway: Collector's Edition,25,17.7125
acdsee_15,ACDSee 15,25,17.7125
vampire_saga_welcome_to_hell_lock,Vampire Saga - Welcome To Hell Lock,15,17.6975
jewel_words,Jewel Words,15,17.6975
zanac_zanac,ZANAC×ZANAC,20,17.705
the_keepers_lost_progeny_collector_s_edition,The Keepers: Lost Progeny Collector's Edition,15,17.6975
sudoku_on_chalkboard,Sudoku on Chalkboard,25,17.7125
santoor,Santoor,25,17.7125
battlefriends_at_sea,BattleFriends at Sea,25,17.7125
bunny_leap,Bunny Leap,15,17.6975
spirit_hunters_inc_light,Spirit Hunters Inc: Light,25,17.7125
spirit_hunters_inc,Spirit Hunters Inc.,15,17.6975
mystery_manor_blitz,Mystery Manor Blitz,15,17.6975
jump_trials,Jump Trials,25,17.7125
working_dawgs_a_maze_ing_pipes,Working Dawgs: A-Maze-ing Pipes,25,17.7125
dragon_collection,Dragon Collection,15,17.6975
shattered_minds_encore,Shattered Minds: Encore,15,17.6975
numbers_academy,Numbers Academy,25,17.7125
enchant_u,Enchant U,15,17.6975
sushi_mushi,Sushi Mushi,15,17.6975
kitty_s_trip_to_europe_united_kingdom,Kitty's Trip to Europe: United Kingdom,25,17.7125
alphabet_robots_mahjong,Alphabet Robots Mahjong,25,17.7125
cake_ninja,Cake Ninja,25,17.7125
rytmik_retrobits,Rytmik Retrobits,25,17.7125
iroll_up_the_rolling_and_smoking_simulator_game,iRoll Up the Rolling and Smoking Simulator Game,25,17.7125
azada_in_libro,Azada: In Libro,25,17.7125
wordjong_arcade,WordJong Arcade,25,17.7125
scrubs,Scrubs,25,17.7125
kate_arrow_deserted_wood,Kate Arrow: Deserted Wood,15,17.6975
marvel_pinball_vengeance_and_virtue,Marvel Pinball: Vengeance and Virtue,25,17.7125
word_searcher_4,Word Searcher 4,25,17.7125
dr_seuss_band,Dr. Seuss Band,25,17.7125
castle_conqueror_against,Castle Conqueror - Against,25,17.7125
drawsome_tablet,Drawsome Tablet,25,17.7125
assassin_s_creed_recollection,Assassin's Creed Recollection,25,17.7125
my_monster_rancher,My Monster Rancher,25,17.7125
house_m_d_episode_5_under_the_big_top,House M.D. - Episode 5: Under the Big Top,25,17.7125
ilogic_crimes,iLogic-Crimes,25,17.7125
cabals_the_card_game,Cabals: The Card Game,15,17.6975
play_learn_chinese,Play & Learn Chinese,25,17.7125
pinocchio_s_puzzle,Pinocchio's Puzzle,25,17.7125
secrets_of_the_dragon_wheel,Secrets of the Dragon Wheel,15,17.6975
cooking_quest,Cooking Quest,15,17.6975
adventure_chronicles_the_search_for_lost_treasures,Adventure Chronicles: The Search for Lost Treasures,15,17.6975
einstein_brain_trainer,Einstein Brain Trainer,15,17.6975
step_up,Step Up,25,17.7125
angel_poring_gl,Angel Poring GL,15,17.6975
black_eyed_peas_experience,Black Eyed Peas Experience,20,17.705
mgs_pw_hd,MGS PW HD,25,17.7125
enchanted_cavern_2,Enchanted Cavern 2,25,17.7125
magicka_collection,Magicka Collection,25,17.7125
kard_combat,Kard Combat,25,17.7125
1950s_lawn_mower_kids,1950s Lawn Mower Kids,25,17.7125
jingle_bells_free_a_christmas_carol_for_kids,Jingle Bells Free: A Christmas Carol for Kids,25,17.7125
bumping_bears,Bumping Bears,15,17.6975
halloween_trick_or_treat,Halloween:Trick or Treat,25,17.7125
dodogo_challenge,DodoGo! Challenge,25,17.7125
fear_for_sale_mystery_of_mcinroy_manor,Fear for Sale: Mystery of McInroy Manor,25,17.7125
zombies,Zombies!!!,25,17.7125
solitaire_fever_hd,Solitaire Fever HD,25,17.7125
quarters_free,Quarters - Free,25,17.7125
free,タイピング革命Free,25,17.7125
chuck_s_challenge,Chuck's Challenge,15,17.6975
where_s_waldo_in_hollywood,Where's Waldo? in Hollywood,15,17.6975
jam_space_pocketstudio,Jam Space: Pocketstudio,25,17.7125
neodefender_2_hd,NeoDefender 2 HD,15,17.6975
eternal_legacy,Eternal Legacy,25,17.7125
fireplacing,Fireplacing,25,17.7125
heavy_hogur,Heavy Hogur,25,17.7125
strike_fighters_2_expansion_pack_2,Strike Fighters 2 Expansion Pack 2,25,17.7125
start_player,Start Player,25,17.7125
the_dragon_dance,The Dragon Dance,25,17.7125
hb_arcade_disc_golf,HB Arcade Disc Golf,25,17.7125
haunted_halls_green_hills_sanitarium,Haunted Halls: Green Hills Sanitarium,25,17.7125
card_ace_casino,Card Ace: Casino,25,17.7125
snowpack_park,Snowpack Park,25,17.7125
garbage_truck_simulator_2011,Garbage Truck Simulator 2011,25,17.7125
fiction_fixers_the_curse_of_oz,Fiction Fixers: The Curse of Oz,15,17.6975
say_what_you_see_the_collection,Say What You See: The Collection,15,17.6975
