group_key,suggested_review,status,candidate_count
pokmonpokopia,merge_candidate,merged,2
hyrulewarriorsageofcalamity,merge_candidate,merged,2
angeliquetroisaizouhen,merge_candidate,merged,2
tokyomonoharashikarasunomorigakuenkitan,merge_candidate,merged,2
samorost3,merge_candidate,merged,2
pokmonmysterydungeonexplorersofsky,merge_candidate,merged,2
soma,merge_candidate,merged,2
wariowaregold,merge_candidate,merged,2
thelegendofzeldathewindwakerhd,preserve_edition_review,merged,2
seaofstars,merge_candidate,merged,2
roguelegacy,merge_candidate,merged,2
bdamanbakugaidenvfinalmegatune,merge_candidate,merged,2
spyhunter2,merge_candidate,merged,2
arco,merge_candidate,merged,2
korokkebannokikiosukue,merge_candidate,merged,2
muramasathedemonblade,merge_candidate,merged,2
nhlhitz2002,merge_candidate,merged,2
suigetsumayoigokoro,merge_candidate,merged,2
battletoads,merge_candidate,merged,2
pokmonheartgoldsoulsilver,merge_candidate,merged,2
senrankagurabonappetit,merge_candidate,merged,2
mlbslugfest2004,merge_candidate,merged,2
gummybearsminigolf,merge_candidate,merged,2
blackjack,manual_year_review,needs_review,2
pokmonfireredleafgreen,merge_candidate,merged,2
tomclancysghostreconbreakpoint,merge_candidate,merged,2
masseffectandromeda,merge_candidate,merged,2
pokmontradingcardgame,merge_candidate,merged,2
kancollekai,merge_candidate,merged,2
pokmonashgray,merge_candidate,merged,2
raymanlegends,merge_candidate,merged,2
sallyface,merge_candidate,merged,2
starwarsmastersofteraskasi,merge_candidate,merged,2
totalwarwarhammerii,merge_candidate,merged,2
hatsunemikuprojectdiva2nd,merge_candidate,merged,2
discoelysiumthefinalcut,preserve_edition_review,merged,2
asterixsearchfordogmatix,merge_candidate,merged,2
thelegendofzeldaskywardsword,merge_candidate,merged,2
okamiden,merge_candidate,merged,2
luigismansiondarkmoon,merge_candidate,merged,2
southparkthestickoftruth,merge_candidate,merged,2
howtotrainyourdragon,merge_candidate,merged,2
shovelknighttreasuretrove,merge_candidate,merged,2
shadowofthetombraiderdefinitiveedition,preserve_edition_review,merged,2
pokmonmysterydungeonbluerescueteam,merge_candidate,merged,2
megamanzero3,merge_candidate,merged,2
riseofthetombraider20yearcelebration,merge_candidate,merged,2
8bitboy,manual_year_review,needs_review,2
aerotheacrobat,manual_year_review,needs_review,2
aerotheacrobat2,manual_year_review,needs_review,2
akazukinchacha,manual_year_review,needs_review,2
amatsumisoranikumonohatateni,manual_year_review,needs_review,2
asondeshogigatsuyokunaruginseishogidx,manual_year_review,needs_review,2
babyboom,manual_year_review,needs_review,2
baseballsimulator1000,manual_year_review,needs_review,2
battlemaster,manual_year_review,needs_review,2
bodycount,manual_year_review,needs_review,2
breakpoint,manual_year_review,needs_review,2
burgertimedeluxe,preserve_edition_review,needs_review,2
caesarspalace,manual_year_review,needs_review,2
caesarspalaceii,manual_year_review,needs_review,2
calciobit,manual_year_review,needs_review,2
castlequest,manual_year_review,needs_review,2
choroq,manual_year_review,needs_review,2
choujikuuyousaimacross,manual_year_review,needs_review,2
clusterpuck99,manual_year_review,needs_review,2
cocotofunfair,manual_year_review,needs_review,2
corpsepartybloodcoveredrepeatedfear,manual_year_review,needs_review,2
crackdown,manual_year_review,needs_review,2
crossfire,manual_year_review,needs_review,2
cyberbotsfullmetalmadness,manual_year_review,needs_review,2
daisenryakuviiexceed,manual_year_review,needs_review,2
dancedancerevolution,manual_year_review,needs_review,2
darkandlight,manual_year_review,needs_review,2
destiny2,manual_year_review,needs_review,2
divinityoriginalsin2definitiveedition,preserve_edition_review,needs_review,2
divinityoriginalsinenhancededition,preserve_edition_review,needs_review,2
djmaxportable3,manual_year_review,needs_review,2
djmaxportableblacksquare,manual_year_review,needs_review,2
dodonpachidaioujou,manual_year_review,needs_review,2
dragonfangztherosedungeonoftime,manual_year_review,needs_review,2
dragonquestiii,manual_year_review,needs_review,2
dragonwarrioriii,manual_year_review,needs_review,2
ducktalesremastered,preserve_edition_review,needs_review,2
earthdefenseforce2017,manual_year_review,needs_review,2
elementsofdestruction,manual_year_review,needs_review,2
ever17outofinfinity,manual_year_review,needs_review,2
ever17theoutofinfinitypremiumedition,manual_year_review,needs_review,2
eyetoyplay3,manual_year_review,needs_review,2
f1grandprix,manual_year_review,needs_review,2
f1worldgrandprix,manual_year_review,needs_review,2
f1worldgrandprixii,manual_year_review,needs_review,2
factorio,manual_year_review,needs_review,2
fahrenheitindigoprophecyremastered,preserve_edition_review,needs_review,2
farcry,manual_year_review,needs_review,2
fareastofedeniimanjimaru,manual_year_review,needs_review,2
fightershistorydynamite,manual_year_review,needs_review,2
finalfantasyiii,manual_year_review,needs_review,2
firefly,manual_year_review,needs_review,2
fishingmaster,manual_year_review,needs_review,2
flockit,manual_year_review,needs_review,2
freakoutextremefreeride,manual_year_review,needs_review,2
fullthrottleremastered,preserve_edition_review,needs_review,2
futurecoplapd,manual_year_review,needs_review,2
galaxian3,manual_year_review,needs_review,2
ginseishogikyoutendotoufuuraijin,manual_year_review,needs_review,2
grandtheftautoepisodesfromlibertycity,manual_year_review,needs_review,2
guitarfreaksv2drummaniav2,manual_year_review,needs_review,2
guitarfreaksv3drummaniav3,manual_year_review,needs_review,2
gurugurutownhanamarukun,manual_year_review,needs_review,2
harmoknight,manual_year_review,needs_review,2
homerun,manual_year_review,needs_review,2
humanfallflat,manual_year_review,needs_review,2
hyperdimensionneptuniarebirth1,manual_year_review,needs_review,2
hyperdimensionneptuniarebirth3vgeneration,manual_year_review,needs_review,2
imagefight,manual_year_review,needs_review,2
io,manual_year_review,needs_review,2
jumpjumpjump,manual_year_review,needs_review,2
junclassicccropeclub,manual_year_review,needs_review,2
kablooey,manual_year_review,needs_review,2
kamihd,preserve_edition_review,needs_review,2
kamisamatokoigokoro,manual_year_review,needs_review,2
kawasakisnowmobiles,manual_year_review,needs_review,2
kenkabanchootomekanzenmuketsunomyhoney,manual_year_review,needs_review,2
kinironocorda3fullvoicespecial,preserve_edition_review,needs_review,2
kungfumaster,manual_year_review,needs_review,2
langrisseriii,manual_year_review,needs_review,2
legacyofkaindefiance,manual_year_review,needs_review,2
legocityundercover,manual_year_review,needs_review,2
limbo,manual_year_review,needs_review,2
lipsilovethe80s,manual_year_review,needs_review,2
lostmagic,manual_year_review,needs_review,2
mafiaii,manual_year_review,needs_review,2
mahjong,manual_year_review,needs_review,2
megamanx,manual_year_review,needs_review,2
meltylancerreinforce,manual_year_review,needs_review,2
metroexodus,manual_year_review,needs_review,2
monsterseed,manual_year_review,needs_review,2
motoroader,manual_year_review,needs_review,2
mountbladeiibannerlord,manual_year_review,needs_review,2
muse,manual_year_review,needs_review,2
muvluv,manual_year_review,needs_review,2
muvluvalternative,manual_year_review,needs_review,2
neogeoheroesultimateshooting,manual_year_review,needs_review,2
never7theendofinfinity,manual_year_review,needs_review,2
nflblitz2002,manual_year_review,needs_review,2
nightwatch,manual_year_review,needs_review,2
oddworldabesexoddus,manual_year_review,needs_review,2
offroad,manual_year_review,needs_review,2
oo,manual_year_review,needs_review,2
outrun,manual_year_review,needs_review,2
pachiokun2,manual_year_review,needs_review,2
pachiokun3,manual_year_review,needs_review,2
pacmania,manual_year_review,needs_review,2
paperplane,manual_year_review,needs_review,2
planescapetormentenhancededition,preserve_edition_review,needs_review,2
planeshift,manual_year_review,needs_review,2
pokonyanhenpokorinadventure,manual_year_review,needs_review,2
punchline,manual_year_review,needs_review,2
pushover,manual_year_review,needs_review,2
puyopuyotetris,manual_year_review,needs_review,2
raymanorigins,manual_year_review,needs_review,2
raystorm,manual_year_review,needs_review,2
reloaded,manual_year_review,needs_review,2
rengokuiithestairwaytoheaven,manual_year_review,needs_review,2
revolt,manual_year_review,needs_review,2
rimworld,manual_year_review,needs_review,2
robox,manual_year_review,needs_review,2
rocksmith,manual_year_review,needs_review,2
rodland,manual_year_review,needs_review,2
rubikscube,manual_year_review,needs_review,2
runestonekeeper,manual_year_review,needs_review,2
samegame,manual_year_review,needs_review,2
sangokushieiketsuden,manual_year_review,needs_review,2
sangokushikoumeiden,manual_year_review,needs_review,2
sangokushiv,manual_year_review,needs_review,2
sangokushivi,manual_year_review,needs_review,2
sangokushivii,manual_year_review,needs_review,2
sealifesafari,manual_year_review,needs_review,2
shenmueiii,manual_year_review,needs_review,2
shinseikievangelionayanamiikuseikeikakuwithasukahokankeikaku,manual_year_review,needs_review,2
shmup,manual_year_review,needs_review,2
shootingrange,manual_year_review,needs_review,2
simcity2000,manual_year_review,needs_review,2
skykid,manual_year_review,needs_review,2
slitherlink,manual_year_review,needs_review,2
soulcaliburii,manual_year_review,needs_review,2
spinmaster,manual_year_review,needs_review,2
spyhunter,manual_year_review,needs_review,2
starforce,manual_year_review,needs_review,2
starshipsurvivor,manual_year_review,needs_review,2
superrealmahjongpvi,manual_year_review,needs_review,2
tacheroesbigredone,manual_year_review,needs_review,2
technocop,manual_year_review,needs_review,2
tengaimakyiimanjimaru,manual_year_review,needs_review,2
tentama1stsunnyside,manual_year_review,needs_review,2
theelderscrollsvskyrimspecialedition,preserve_edition_review,needs_review,2
themisshitsukaranodasshutsu,manual_year_review,needs_review,2
timelord,manual_year_review,needs_review,2
diabloiv,merge_candidate,merged,2
tnnmotorsportshardcore4x4,manual_year_review,needs_review,2
tnnmotorsportshardcoretr,manual_year_review,needs_review,2
tokyo23kuseifukuwars,manual_year_review,needs_review,2
tokyotwilightghosthunters,manual_year_review,needs_review,2
tomclancyssplintercell,manual_year_review,needs_review,2
tomclancyssplintercellchaostheory,manual_year_review,needs_review,2
tomclancyssplintercelldoubleagent,manual_year_review,needs_review,2
touchdownfever,manual_year_review,needs_review,2
trickshot,manual_year_review,needs_review,2
troubleshooter,manual_year_review,needs_review,2
tsukumonogatari,manual_year_review,needs_review,2
tumblepop,manual_year_review,needs_review,2
universeatwarearthassault,manual_year_review,needs_review,2
vip,manual_year_review,needs_review,2
warchess,manual_year_review,needs_review,2
wildfire,manual_year_review,needs_review,2
wonderboyiiithedragonstrap,manual_year_review,needs_review,2
wordsupacademy,manual_year_review,needs_review,2
worldclassleaderboardgolf,manual_year_review,needs_review,2
xtypeplus,manual_year_review,needs_review,2
yarsrevenge,manual_year_review,needs_review,2
davethediver,merge_candidate,merged,2
zodasrevengestartropicsii,manual_year_review,needs_review,2
abunaikoinosousashitsu,merge_candidate,merged,2
acealiencleanupelite,merge_candidate,merged,2
aerowings2airstrike,merge_candidate,merged,2
alienzombiemegadeath,merge_candidate,merged,2
battletank,merge_candidate,merged,2
biosenshidanincreasertonotatakai,merge_candidate,merged,2
blastworksbuildtradedestroy,merge_candidate,merged,2
blazblueclonephantasma,merge_candidate,merged,2
bookyman,merge_candidate,merged,2
buzzjuniorrobojam,merge_candidate,merged,2
conceptionorenokodomowoundekure,merge_candidate,merged,2
cuphead,merge_candidate,merged,2
dariusburst,merge_candidate,merged,2
darkestdungeon,merge_candidate,merged,2
deblob2,merge_candidate,merged,2
dawnofdiscovery,merge_candidate,merged,2
deadbydaylight,merge_candidate,merged,2
deadspace2,merge_candidate,merged,2
defendindepenguin,merge_candidate,merged,2
devicereign,merge_candidate,merged,2
dishonored2,merge_candidate,merged,2
doraemonshinnobitanonihontanjou,merge_candidate,merged,2
dragonballzgaidensaiyajinzetsumetsukeikaku,merge_candidate,merged,2
dragonseeds,merge_candidate,merged,2
duckgame,merge_candidate,merged,2
dusk,merge_candidate,merged,2
dyinglight,merge_candidate,merged,2
dynastywarriors9,merge_candidate,merged,2
ever17theoutofinfinity,merge_candidate,merged,2
excalibur2555ad,merge_candidate,merged,2
anokowaorekarahanarenai,merge_candidate,merged,2
bustamoveuniverse,merge_candidate,merged,2
pelssoccer,merge_candidate,merged,2
creball,merge_candidate,merged,2
needforspeedpayback,merge_candidate,merged,2
super3dnoahsark,merge_candidate,merged,2
odinsphereleifthrasir,merge_candidate,merged,2
tailsskypatrol,merge_candidate,merged,2
nightinthewoods,merge_candidate,merged,2
kirbysdreamland,merge_candidate,merged,2
hakuokikyotowinds,merge_candidate,merged,2
rocksmith2014editionremastered,preserve_edition_review,merged,2
outerwilds,merge_candidate,merged,2
supermario64,merge_candidate,merged,2
rockboshersdxdirectorscut,preserve_edition_review,merged,2
stateshift,merge_candidate,merged,2
pokmonsilverversion,merge_candidate,merged,2
pokmonpicross,merge_candidate,merged,2
vivapiata,merge_candidate,merged,2
supermariosunshine,merge_candidate,merged,2
pokmonpuzzlechallenge2000,merge_candidate,merged,2
cyberpunk2077phantomliberty,merge_candidate,merged,2
zhuzhupuppies,merge_candidate,merged,2
pokmonsnap,merge_candidate,merged,2
hyperdimensionneptuniarebirth2sistersgeneration,merge_candidate,merged,2
loveplus,merge_candidate,merged,2
mechassaultphantomwar,merge_candidate,merged,2
singstarboybandsvsgirlbands,merge_candidate,merged,2
pokmonchannel,merge_candidate,merged,2
metroidprime3corruption,merge_candidate,merged,2
pinballfx2,merge_candidate,merged,2
pokmonrumbleblast,merge_candidate,merged,2
zhuzhupetsquestforzhu,merge_candidate,merged,2
thejackboxpartypack3,merge_candidate,merged,2
keitaidenjtelefang,merge_candidate,merged,2
forzamotorsport,merge_candidate,merged,2
easportsfc24,merge_candidate,merged,2
marvelsspidermanremastered,preserve_edition_review,merged,2
carnivalgamesminigolf,merge_candidate,merged,2
ochakennoheyads3,merge_candidate,merged,2
ittakestwo,merge_candidate,merged,2
starwarsrepubliccommando,merge_candidate,merged,2
ridgeracer,merge_candidate,merged,2
pokmongoldversion,merge_candidate,merged,2
streetfighteralphawarriorsdreams,merge_candidate,merged,2
ochakenkururinhonwakapuzzledehottoshiyo,merge_candidate,merged,2
fuunbakumatsuden,merge_candidate,merged,2
choukousokumahjongplus,merge_candidate,merged,2
odinsphere,merge_candidate,merged,2
dragonscrownpro,merge_candidate,merged,2
jamesbusterdouglasknockoutboxing,merge_candidate,merged,2
bloodborne,merge_candidate,merged,2
gravityrushremastered,preserve_edition_review,merged,2
thewitcher3wildhunt,merge_candidate,merged,2
projectwinter,merge_candidate,merged,2
pokmonpinball,merge_candidate,merged,2
luigismansion3,merge_candidate,merged,2
streetfighter6,merge_candidate,merged,2
yoshisislandds,merge_candidate,merged,2
starfox2,merge_candidate,merged,2
